loci	length
R002340	549
R002341	563
R002342	613
R002343	560
R002344	202
R002345	646
R002346	222
R002347	546
R002348	476
R002349	322
R002350	395
R002351	437
R002352	576
R002353	492
R002354	514
R002355	313
R002356	370
R002357	119
R002358	382
R002359	663
R002360	567
R002361	185
R002362	672
R002363	526
R002364	433
R002365	375
R002366	288
R002367	495
R002368	458
R002369	456
R002370	336
R002371	480
R002372	463
R002373	283
R002374	295
R002375	323
R002376	494
R002377	489
R002378	404
R002379	258
R002380	474
R002381	567
R002382	529
R002383	497
R002384	399
R002385	536
R002386	535
R002387	553
R002388	486
R002389	422
R002390	359
R002391	506
R002392	431
R002393	284
R002394	556
R002395	472
R002396	561
R002397	377
R002398	477
R002399	406
R002400	382
R002401	334
R002402	586
R002403	442
R002404	604
R002405	413
R002406	517
R002407	637
R002408	548
R002409	451
R002410	330
R002411	501
R002412	181
R002413	561
R002414	498
R002415	501
R002416	541
R002417	507
R002418	484
R002419	393
R002420	357
R002421	324
R002422	146
R002423	620
R002424	533
R002425	535
R002426	456
R002427	602
R002428	581
R002429	433
R002430	548
R002431	533
R002432	416
R002433	448
R002434	421
R002435	257
R002436	576
R002437	139
R002438	425
R002439	514
R002440	545
R002441	376
R002442	243
R002443	502
R002444	550
R002445	313
R002447	291
R002448	635
R002449	610
R002450	491
R002451	371
R002452	502
R002453	420
R002454	468
R002455	260
R002456	418
R002457	603
R002458	507
R002459	326
R002460	596
R002461	670
R002462	355
R002463	589
R002464	530
R002465	560
R002466	204
R002467	254
R002468	579
R002469	351
R002470	179
R002471	594
R002472	430
R002473	475
R002474	115
R002475	498
R002476	404
R002477	655
R002478	373
R002479	390
R002480	490
R002481	500
R002482	481
R002483	583
R002484	534
R002485	720
R002486	522
R002487	343
R002488	502
R002489	483
R002490	510
R002491	186
R002492	521
R002493	356
R002494	577
R002495	424
R002496	631
R002497	654
R002498	500
R002499	456
R002500	643
R002501	382
R002502	623
R002503	354
R002504	551
R002505	634
R002506	557
R002507	660
R002508	639
R002509	683
R002510	385
R002511	467
R002512	433
R002513	671
R002514	471
R002515	570
R002516	457
R002517	362
R002518	387
R002519	198
R002520	496
R002521	467
R002522	448
R002523	564
R002524	483
R002525	451
R002526	581
R002527	608
R002528	541
R002529	251
R002530	588
R002531	676
R002532	100
R002533	458
R002534	624
R002535	588
R002536	539
R002537	344
R002538	660
R002539	350
R002540	370
R002541	155
R002542	634
R002543	508
R002544	461
R002545	609
R002546	432
R002547	506
R002548	407
R002549	440
R002550	625
R002552	499
R002553	607
R002554	406
R002555	541
R002556	606
R002557	331
R002558	472
R002559	523
R002560	509
R002561	545
R002562	637
R002563	536
R002564	572
R002565	470
R002566	608
R002567	509
R002568	588
R002569	590
R002570	214
R002571	581
R002572	405
R002573	602
R002574	570
R002575	241
R002576	127
R002577	425
R002578	382
R002579	738
R002580	457
R002581	417
R002582	505
R002583	501
R002584	523
R002585	316
R002586	467
R002587	387
R002588	593
R002589	355
R002590	516
R002591	579
R002592	645
R002593	380
R002594	673
R002595	635
R002596	425
R002597	399
R002598	461
R002599	589
R002600	528
R002601	377
R002602	576
R002603	103
R002604	446
R002605	625
R002606	478
R002607	202
R002608	302
R002609	492
R002610	499
R002611	131
R002612	540
R002613	618
R002614	550
R002615	650
R002616	520
R002617	481
R002618	740
R002619	558
R002620	604
R002621	617
R002622	255
R002623	306
R002624	465
R002625	538
R002626	305
R002627	474
R002628	488
R002629	173
R002630	533
R002631	630
R002632	194
R002633	89
R002634	393
R002635	547
R002636	183
R002637	463
R002638	298
R002639	243
R002640	613
R002641	598
R002642	496
R002643	586
R002644	523
R002645	601
R002646	199
R002647	523
R002648	362
R002649	538
R002650	341
R002651	572
R002652	378
R002653	231
R002654	413
R002655	512
R002656	441
R002657	493
R002658	574
R002659	114
R002660	480
R002661	593
R002662	477
R002663	562
R002664	570
R002665	536
R002666	564
R002667	556
R002668	429
R002669	380
R002670	627
R002671	232
R002672	396
R002673	494
R002674	601
R002675	573
R002676	302
R002677	372
R002678	654
R002679	621
R002680	434
R002681	403
R002682	550
R002683	693
R002684	567
R002685	541
R002686	616
R002687	447
R002688	587
R002689	419
R002690	526
R002691	248
R002692	549
R002693	509
R002694	564
R002695	612
R002696	563
R002697	510
R002698	168
R002699	459
R002700	338
R002701	183
R002702	489
R002703	530
R002704	637
R002705	550
R002706	454
R002707	570
R002708	401
R002709	650
R002710	443
R002711	338
R002712	560
R002713	577
R002714	445
R002715	494
R002716	486
R002717	282
R002718	492
R002719	415
R002720	352
R002721	518
R002722	431
R002723	258
R002724	462
R002725	427
R002726	231
R002727	89
R002728	331
R002729	427
R002730	552
R002731	535
R002732	469
R002733	616
R002734	514
R002735	517
R002736	483
R002737	427
R002738	536
R002739	327
R002740	400
R002741	637
R002742	426
R002743	511
R002744	438
R002745	506
R002746	653
R002747	535
R002748	505
R002749	357
R002750	554
R002751	539
R002752	472
R002753	398
R002754	533
R002755	530
R002756	606
R002757	363
R002758	290
R002759	250
R002760	409
R002761	627
R002762	339
R002763	408
R002764	337
R002765	564
R002766	377
R002767	470
R002768	470
R002769	526
R002770	472
R002771	410
R002772	668
R002773	381
R002774	416
R002775	241
R002776	189
R002777	89
R002778	521
R002779	341
R002780	89
R002781	487
R002782	379
R002783	89
R002784	314
R002785	366
R002786	474
R002787	389
R002788	481
R002789	636
R002790	428
R002791	373
R002792	502
R002793	410
R002794	578
R002795	580
R002796	517
R002797	485
R002798	426
R002799	523
R002800	476
R002801	510
R002802	451
R002803	122
R002804	224
R002805	517
R002806	576
R002807	604
R002808	498
R002809	181
R002810	425
R002811	473
R002812	475
R002813	551
R002814	212
R002815	566
R002816	458
R002817	531
R002818	504
R002819	546
R002820	409
R002821	600
R002822	463
R002823	593
R002824	559
R002825	655
R002826	545
R002827	264
R002828	613
R002829	551
R002830	390
R002831	457
R002832	251
R002833	309
R002834	458
R002835	594
R002836	483
R002837	590
R002838	498
R002839	677
R002840	470
R002841	687
R002842	616
R002843	275
R002844	463
R002845	576
R002846	526
R002847	496
R002848	736
R002849	640
R002850	709
R002851	525
R002852	451
R002853	551
R002854	393
R002855	798
R002856	196
R002857	542
R002858	461
R002859	424
R002860	483
R002861	249
R002862	283
R002863	553
R002864	627
R002865	628
R002866	564
R002867	616
R002868	267
R002869	399
R002870	510
R002871	579
R002872	547
R002873	557
R002874	372
R002875	616
R002876	591
R002877	607
R002878	382
R002879	492
R002880	233
R002881	432
R002882	669
R002883	399
R002884	497
R002885	640
R002886	617
R002887	453
R002888	574
R002889	89
R002890	460
R002891	375
R002892	592
R002893	388
R002894	433
R002895	390
R002896	507
R002897	421
R002898	638
R002899	769
R002900	397
R002901	558
R002902	303
R002903	476
R002904	420
R002905	441
R002906	394
R002907	285
R002908	455
R002909	492
R002910	539
R002911	487
R002912	582
R002913	123
R002914	577
R002915	534
R002916	505
R002917	508
R002918	693
R002919	498
R002920	639
R002921	445
R002922	308
R002923	421
R002924	463
R002925	549
R002926	637
R002927	259
R002928	281
R002929	549
R002930	674
R002931	513
R002932	760
R002933	489
R002934	470
R002935	430
R002936	600
R002937	575
R002938	321
R002939	561
R002940	417
R002941	534
R002942	258
R002943	565
R002944	482
R002945	486
R002946	653
R002947	542
R002948	411
R002949	335
R002950	406
R002951	479
R002952	262
R002953	171
R002954	383
R002955	333
R002956	351
R002957	577
R002958	492
R002959	415
R002960	568
R002961	559
R002962	347
R002963	508
R002964	616
R002965	553
R002966	432
R002967	612
R002968	365
R002969	566
R002970	606
R002971	484
R002972	353
R002973	543
R002974	440
R002975	539
R002976	599
R002977	549
R002978	467
R002979	580
R002980	512
R002981	322
R002982	698
R002983	523
R002984	163
R002985	286
R002986	441
R002987	379
R002988	178
R002989	466
R002990	239
R002991	453
R002992	332
R002993	447
R002994	485
R002995	357
R002996	559
R002997	421
R002998	528
R002999	372
R003000	262
R003001	711
R003002	393
R003003	479
R003004	397
R003005	589
R003006	453
R003007	383
R003008	526
R003009	543
R003010	492
R003011	338
R003012	89
R003013	628
R003014	640
R003015	114
R003016	387
R003017	327
R003018	543
R003019	743
R003020	504
R003021	397
R003022	633
R003023	433
R003024	408
R003025	598
R003026	468
R003027	476
R003028	542
R003029	511
R003030	659
R003031	440
R003032	262
R003033	378
R003034	320
R003035	387
R003037	684
R003038	473
R003039	389
R003040	565
R003041	421
R003042	582
R003043	461
R003044	432
R003045	501
R003046	391
R003047	317
R003048	660
R003049	607
R003050	390
R003051	533
R003052	89
R003053	508
R003054	569
R003055	540
R003056	561
R003057	483
R003058	580
R003059	388
R003060	359
R003061	406
R003062	467
R003063	626
R003064	562
R003065	494
R003066	204
R003067	547
R003068	315
R003069	599
R003070	469
R003071	557
R003072	523
R003073	363
R003074	435
R003075	665
R003076	592
R003077	168
R003078	534
R003079	453
R003080	634
R003081	555
R003082	648
R003083	506
R003084	558
R003085	304
R003086	215
R003087	383
R003088	159
R003089	348
R003090	356
R003091	557
R003092	373
R003093	474
R003094	510
R003095	474
R003096	495
R003097	106
R003098	479
R003099	394
R003100	607
R003101	618
R003102	495
R003103	109
R003104	516
R003105	447
R003106	270
R003107	396
R003108	519
R003109	439
R003110	673
R003111	545
R003112	325
R003113	138
R003114	544
R003115	546
R003116	463
R003117	669
R003118	543
R003119	621
R003120	414
R003121	474
R003122	315
R003123	110
R003124	561
R003125	512
R003126	586
R003127	303
R003128	485
R003129	554
R003130	407
R003131	542
R003132	584
R003133	201
R003134	548
R003135	481
R003136	482
R003137	450
R003138	522
R003139	641
R003140	367
R003141	589
R003142	537
R003143	665
R003144	638
R003145	467
R003146	553
R003147	554
R003148	553
R003149	482
R003150	444
R003151	607
R003152	405
R003153	494
R003154	649
R003155	387
R003156	257
R003157	670
R003158	530
R003159	506
R003160	656
R003161	429
R003162	576
R003163	581
R003164	384
R003165	480
R003166	526
R003167	580
R003168	689
R003169	435
R003170	454
R003171	644
R003172	486
R003173	497
R003174	653
R003175	549
R003176	612
R003177	501
R003178	373
R003179	283
R003180	588
R003181	455
R003182	657
R003183	314
R003184	335
R003185	677
R003186	571
R003187	426
R003188	526
R003189	544
R003190	493
R003191	554
R003192	609
R003193	451
R003194	227
R003195	401
R003196	586
R003197	535
R003198	451
R003199	567
R003200	168
R003201	602
R003202	632
R003203	551
R003204	493
R003205	291
R003206	486
R003207	294
R003208	687
R003209	538
R003210	370
R003211	570
R003212	361
R003213	753
R003214	580
R003215	609
R003216	409
R003217	503
R003218	360
R003219	549
R003220	415
R003221	382
R003222	463
R003223	361
R003224	474
R003225	478
R003226	440
R003227	654
R003228	473
R003229	398
R003230	556
R003231	513
R003232	558
R003233	566
R003234	233
R003235	413
R003236	518
R003237	226
R003238	505
R003239	580
R003240	188
R003241	606
R003242	452
R003243	518
R003244	580
R003245	386
R003246	565
R003247	559
R003248	702
R003249	470
R003250	102
R003251	424
R003252	574
R003253	336
R003254	490
R003255	391
R003257	509
R003258	294
R003259	467
R003260	165
R003261	540
R003262	445
R003263	293
R003264	512
R003265	615
R003266	605
R003267	497
R003268	447
R003269	341
R003270	465
R003271	566
R003272	570
R003273	663
R003274	595
R003275	104
R003276	389
R003277	577
R003278	599
R003279	513
R003280	334
R003281	761
R003282	460
R003283	305
R003284	479
R003285	568
R003286	641
R003287	565
R003288	390
R003289	487
R003290	510
R003291	407
R003292	533
R003293	650
R003294	296
R003295	496
R003296	119
R003297	589
R003298	420
R003299	542
R003300	678
R003301	289
R003302	511
R003303	351
R003304	729
R003305	556
R003306	294
R003307	581
R003308	473
R003309	497
R003310	572
R003311	373
R003312	595
R003313	625
R003314	396
R003315	523
R003316	397
R003317	548
R003318	657
R003319	498
R003320	470
R003321	181
R003322	461
R003323	247
R003324	632
R003325	596
R003326	541
R003327	584
R003328	599
R003329	613
R003330	479
R003331	606
R003332	469
R003333	601
R003334	580
R003335	476
R003336	498
R003337	245
R003338	534
R003339	264
R003340	573
R003341	354
R003342	541
R003343	562
R003344	316
R003345	348
R003346	583
R003347	505
R003348	504
R003349	618
R003350	568
R003351	590
R003352	509
R003353	493
R003354	559
R003355	604
R003356	487
R003357	542
R003358	609
R003359	531
R003360	531
R003361	373
R003362	538
R003363	666
R003364	474
R003365	240
R003366	437
R003367	517
R003368	577
R003369	463
R003370	529
R003371	504
R003372	419
R003373	335
R003374	264
R003375	356
R003376	484
R003377	513
R003378	323
R003379	411
R003380	496
R003381	212
R003382	509
R003383	635
R003384	551
R003385	535
R003386	614
R003387	110
R003388	453
R003389	517
R003390	509
R003391	534
R003392	500
R003393	357
R003394	235
R003395	447
R003396	476
R003397	452
R003398	175
R003399	267
R003400	485
R003401	449
R003402	567
R003403	440
R003404	186
R003405	364
R003406	526
R003407	311
R003408	557
R003409	518
R003410	461
R003411	575
R003412	515
R003413	457
R003414	245
R003415	593
R003416	619
R003417	415
R003418	553
R003419	416
R003420	89
R003421	500
R003422	402
R003423	593
R003424	668
R003425	509
R003426	579
R003427	563
R003428	630
R003429	373
R003430	172
R003431	522
R003432	601
R003433	386
R003434	426
R003435	563
R003436	100
R003437	541
R003438	623
R003439	284
R003440	185
R003441	622
R003442	427
R003443	478
R003444	511
R003445	354
R003446	482
R003447	520
R003448	584
R003449	746
R003450	479
R003451	625
R003452	515
R003453	500
R003454	541
R003455	386
R003456	606
R003457	722
R003458	590
R003459	405
R003460	707
R003461	526
R003462	609
R003463	578
R003464	489
R003465	371
R003466	428
R003467	498
R003468	467
R003469	585
R003470	482
R003471	133
R003472	403
R003473	541
R003474	269
R003475	738
R003476	642
R003477	445
R003478	348
R003479	467
R003480	390
R003481	337
R003482	458
R003483	390
R003484	477
R003485	591
R003486	581
R003487	417
R003488	254
R003489	533
R003490	379
R003491	552
R003492	468
R003493	601
R003494	329
R003495	552
R003496	505
R003497	439
R003498	666
R003499	516
R003500	428
R003501	520
R003502	488
R003503	478
R003504	410
R003505	513
R003506	633
R003507	573
R003508	479
R003509	510
R003510	429
R003511	424
R003512	551
R003513	431
R003514	436
R003515	544
R003516	448
R003517	487
R003518	553
R003519	415
R003520	418
R003521	439
R003522	558
R003523	443
R003524	633
R003525	500
R003526	595
R003527	178
R003528	658
R003529	659
R003530	469
R003531	548
R003532	538
R003533	438
R003534	464
R003535	280
R003536	390
R003537	632
R003538	559
R003539	403
R003540	503
R003541	338
R003542	296
R003543	617
R003544	434
R003545	331
R003546	438
R003547	406
R003548	442
R003549	552
R003550	612
R003551	317
R003552	545
R003553	410
R003554	487
R003555	365
R003556	628
R003557	593
R003558	574
R003559	512
R003560	562
R003561	416
R003562	361
R003563	281
R003564	563
R003565	523
R003566	535
R003567	592
R003568	548
R003569	461
R003570	457
R003571	544
R003572	417
R003573	310
R003574	488
R003575	350
R003576	537
R003577	89
R003578	488
R003579	596
R003580	462
R003581	439
R003582	485
R003583	313
R003584	379
R003585	461
R003586	433
R003587	222
R003588	370
R003589	543
R003590	434
R003591	120
R003592	435
R003593	366
R003594	504
R003595	487
R003596	441
R003597	273
R003598	620
R003599	527
R003600	669
R003601	438
R003602	663
R003603	343
R003604	260
R003605	477
R003607	542
R003608	329
R003609	561
R003610	534
R003611	371
R003612	568
R003613	621
R003614	506
R003615	581
R003616	578
R003617	318
R003618	438
R003619	403
R003620	506
R003621	368
R003622	585
R003623	448
R003624	410
R003625	469
R003626	420
R003627	494
R003628	372
R003629	612
R003630	705
R003631	643
R003632	445
R003633	504
R003634	553
R003635	660
R003636	402
R003637	537
R003638	252
R003639	424
R003640	707
R003642	297
R003643	216
R003644	498
R003645	305
R003646	214
R003647	586
R003648	528
R003649	511
R003650	511
R003651	347
R003652	558
R003653	465
R003654	547
R003655	89
R003656	583
R003657	461
R003658	146
R003659	630
R003660	421
R003661	597
R003662	506
R003663	564
R003664	717
R003665	328
R003666	602
R003667	567
R003668	266
R003669	519
R003670	631
R003671	257
R003672	310
R003673	402
R003674	482
R003675	480
R003676	228
R003677	490
R003678	367
R003679	406
R003680	417
R003681	499
R003682	492
R003683	523
R003684	568
R003685	89
R003686	403
R003688	547
R003689	586
R003690	593
R003691	443
R003692	282
R003693	298
R003694	402
R003695	443
R003696	647
R003697	736
R003698	488
R003699	571
R003700	361
R003701	576
R003702	111
R003703	378
R003704	523
R003705	427
R003706	143
R003707	554
R003708	540
R003709	467
R003710	588
R003711	646
R003712	519
R003713	486
R003714	538
R003715	665
R003716	360
R003717	570
R003718	436
R003719	312
R003720	375
R003721	399
R003722	471
R003723	507
R003724	413
R003725	462
R003726	236
R003727	508
R003728	476
R003729	441
R003730	497
R003731	510
R003732	463
R003733	537
R003734	293
R003735	505
R003736	484
R003737	434
R003738	103
R003739	535
R003740	543
R003741	524
R003742	657
R003743	534
R003744	419
R003745	214
R003746	405
R003747	476
R003748	438
R003749	512
R003750	378
R003751	506
R003752	591
R003753	425
R003754	389
R003755	468
R003756	488
R003757	431
R003758	374
R003759	388
R003760	396
R003761	597
R003762	628
R003763	213
R003764	550
R003765	591
R003766	555
R003767	521
